id,kind,jurisdiction,identifier,title,status,introduced,url,fears,controls,agencies
os-e137e9a8-6a73-462e-ae44-d4ec9e43d2fc,bill,Tennessee,SB 2128,"Computers and Electronic Processing - As enacted, generally prohibits a municipality or electric utility to pay or absorb the cost of electrical infrastructure incurred to serve a data center; makes related changes. - Amends TCA Title 5; Title 6; Title 7; Title 13 and Title 65.",pending,2026-01-22,https://openstates.org/tn/bills/114/SB2128/,,data-center-limits,
os-c87a4499-1278-45ec-b59c-6521fc45fc34,bill,Iowa,HSB 611,"A bill for an act establishing requirements and guidelines for chatbots, making appropriations, and providing civil penalties.",pending,2026-01-22,https://openstates.org/ia/bills/2025-2026/HSB611/,,,
os-e8a9cbbc-87cc-4872-823c-858567a07789,bill,Alabama,HB 325,AI chatbots; unfair or deceptive trade practice for failing to notify consumer about AI chatbot; private right of action and enforcement provided for,pending,2026-01-22,https://openstates.org/al/bills/2026rs/HB325/,,labeling-mandates,
os-280bd1b8-fad9-4d7f-b0db-d056b5ee0a00,bill,Alabama,HB 324,"Artificial intelligence; age verification systems required for chatbots, safeguard protocols required, therapy chatbot requirements established, private right of action and enforcement provided for",pending,2026-01-22,https://openstates.org/al/bills/2026rs/HB324/,,id-age-checks; mandatory-reporting,
os-054fce7b-0932-4c80-a1f9-bb36c4b3f95e,bill,Iowa,SF 2094,"A bill for an act relating to computer science and artificial intelligence education, including high school curricula and graduation requirements, practitioner preparation programs, and college admissions, and including applicability provisions.",pending,2026-01-22,https://openstates.org/ia/bills/2025-2026/SF2094/,,,
os-e6c2387e-78df-4212-9c4c-ef8ed9998f23,bill,New Mexico,HB 141,ARTIFICIAL INTELLIGENCE ACCOUNTABILITY ACT,pending,2026-01-22,https://openstates.org/nm/bills/2026/HB141/,,,
os-12d3756a-7942-46c7-a9c6-d2f9e386cf22,bill,Tennessee,SB 2010,"Insurance, Health, Accident - As introduced, creates the ""Regulate Artificial Intelligence (AI) In Health Care Act."" - Amends TCA Title 8, Chapter 27; Title 56 and Title 71.",pending,2026-01-22,https://openstates.org/tn/bills/114/SB2010/,,,
os-3c522f38-9a25-4b93-bfd8-fc4f18f77477,bill,Tennessee,SB 1999,"Energy - As introduced, enacts the ""Data Center, Artificial Intelligence, and Clean Transition Tariff Accountability Act."" - Amends TCA Title 7 and Title 65.",pending,2026-01-22,https://openstates.org/tn/bills/114/SB1999/,,,
os-30783308-e8fc-47df-922a-4c88791dcd99,bill,Tennessee,SB 2105,"Education - As introduced, requires each public charter school to publish the policy adopted by its governing board on the use of artificial intelligence by students, teachers, and staff for instructional and assignment purposes on its website; requires each local board of education to direct each school under its management and control to publish the policy adopted by the local board on the use of artificial intelligence by students, teachers, and staff for instructional and assignment purposes on the school's website. - Amends TCA Title 49.",pending,2026-01-22,https://openstates.org/tn/bills/114/SB2105/,,mandatory-reporting,
os-e75b7972-296f-43ff-b011-6896805a78e9,bill,Tennessee,SB 1998,"Consumer Protection - As introduced, requires certain food retail establishments to use a nondigital presentation of price; prohibits a food retail establishment from using personalized algorithmic pricing; makes other changes related to food retail establishments. - Amends TCA Title 47 and Title 53.",pending,2026-01-22,https://openstates.org/tn/bills/114/SB1998/,,,
os-0b7b72a3-c3f3-403c-8c4d-6b40dcad9195,bill,Washington,SB 6284,Providing consumer protections for artificial intelligence systems.,pending,2026-01-22,https://openstates.org/wa/bills/2025-2026/SB6284/,,,
os-067d5da5-ca20-4860-8158-0f8d3673fbc1,bill,Tennessee,HB 1946,"Consumer Protection - As enacted, requires the Tennessee advisory commission on intergovernmental relations (TACIR) to conduct a study of the potential regulation of artificial intelligence systems and generative artificial intelligence chatbots in this state. - Amends TCA Title 29; Title 37 and Title 47.",pending,2026-01-22,https://openstates.org/tn/bills/114/HB1946/,,new-agency-powers,
os-35ec2928-e1b2-42a5-9912-4dc3050f5f08,bill,Idaho,S 1227,EDUCATION – Adds to existing law to establish provisions regarding generative artificial intelligence in public education.,passed,2026-01-22,https://openstates.org/id/bills/2026/S1227/,,,
os-80717153-a288-4fcc-8598-94ad0df60920,bill,Utah,HB 320,Office of Artificial Intelligence Policy Amendments,pending,2026-01-22,https://openstates.org/ut/bills/2026/HB320/,,,
os-b6cd0619-a7fd-49be-a876-66d4823806d7,resolution,Alabama,HJR 51,"Artificial Intelligence and Children's Internet Safety Study Commission, created",passed,2026-01-22,https://openstates.org/al/bills/2026rs/HJR51/,kids-chatbots,,
os-c6bc234d-1772-4afd-b2e3-d4b85714bfaa,bill,Iowa,HSB 609,"A bill for an act modifying the duties of the workforce development board, state board of education, and department of education related to cyber and artificial intelligence.",pending,2026-01-22,https://openstates.org/ia/bills/2025-2026/HSB609/,,,Iowa Department of Education; Iowa State Board of Education; Iowa Workforce Development Board
os-a7cbb87a-ed1e-4065-bfa7-604421626269,bill,Tennessee,HB 1847,"Computers and Electronic Processing - As enacted, generally prohibits a municipality or electric utility to pay or absorb the cost of electrical infrastructure incurred to serve a data center; makes related changes. - Amends TCA Title 5; Title 6; Title 7; Title 13 and Title 65.",pending,2026-01-21,https://openstates.org/tn/bills/114/HB1847/,,data-center-limits,
os-5e8bd847-06b3-4bd6-b034-8de39d0522d3,bill,Vermont,H 727,An act relating to sustainable data center deployment,failed,2026-01-21,https://openstates.org/vt/bills/2025-2026/H727/,,,
os-cffa161e-259d-4380-9410-1a0a40cd7d67,bill,Tennessee,HB 1866,"Insurance, Health, Accident - As introduced, creates the ""Regulate Artificial Intelligence (AI) In Health Care Act."" - Amends TCA Title 8, Chapter 27; Title 56 and Title 71.",pending,2026-01-21,https://openstates.org/tn/bills/114/HB1866/,,,
os-19396794-dd68-4cb0-a17c-f62a49253ee7,bill,New York,A 9641,Prohibits algorithmic wage-setting,pending,2026-01-21,https://openstates.org/ny/bills/2025-2026/A9641/,,,
os-07ef4540-a1c5-47f8-9132-cb66ad387045,bill,Rhode Island,HB 7190,AN ACT RELATING TO INSURANCE -- THE TRANSPARENCY AND ACCOUNTABILITY IN ARTIFICIAL INTELLIGENCE USE BY HEALTH INSURERS TO MANAGE COVERAGE AND CLAIMS ACT,pending,2026-01-21,https://openstates.org/ri/bills/2026/HB7190/,,,
os-8463d503-3aff-4de0-b467-fd03f1a02a11,bill,New York,A 9654,Enacts the New York Artificial Intelligence Civil Rights Act,pending,2026-01-21,https://openstates.org/ny/bills/2025-2026/A9654/,bias,mandatory-reporting,
os-fbea9bdd-02ae-4732-92d0-13901a1525f5,bill,New York,A 9601,Prohibits the use of automated systems to make employment decisions unless there is a meaningful human review of the output of such automated system prior to the final employment decision,pending,2026-01-21,https://openstates.org/ny/bills/2025-2026/A9601/,,labeling-mandates,
os-751d7819-e64d-4069-9e29-e374a74a6263,bill,Tennessee,SB 1832,"Computers and Electronic Processing - As introduced, requires high performance computing (HPC) facility operators to devote 50 percent of the computing and data processing output of the facility for a public benefit; requires HPC facility operators to produce an annual report of the facility's energy consumption and carbon footprint; requires such operators to conduct an annual internal compliance audit and submit to an audit upon request by certain governmental entities. - Amends TCA Title 4; Title 8 and Title 68.",pending,2026-01-21,https://openstates.org/tn/bills/114/SB1832/,power-bills,data-center-limits; mandatory-reporting,
os-d395b3d7-36c8-4fa8-b0e8-031f41dc306b,bill,New York,S 9008,"Enacts into law major components of legislation necessary to implement the state transportation, economic development and environmental conservation budget for the 2026-2027 state fiscal year",pending,2026-01-21,https://openstates.org/ny/bills/2025-2026/S9008/,,id-age-checks,New York Attorney General
os-d56dce65-2200-40f9-91fb-88b69f290ba7,bill,New York,A 10008,"Enacts into law major components of legislation necessary to implement the state transportation, economic development and environmental conservation budget for the 2026-2027 state fiscal year",pending,2026-01-21,https://openstates.org/ny/bills/2025-2026/A10008/,,id-age-checks,
os-ca49be16-f415-4864-bedc-01a1c0e1cee0,bill,New York,A 9581,Requires covered businesses to annually report to the department of labor regarding the impact of artificial intelligence on hiring and the nature of artificial intelligence use,pending,2026-01-21,https://openstates.org/ny/bills/2025-2026/A9581/,bias,mandatory-reporting,
os-59d820fc-aa74-4874-9f8f-b37f4e5630c1,bill,Louisiana,SB 5,MENTAL HEALTH: Provides for the regulation of mental health chatbots that use artificial intelligence technology. (gov sig),pending,2026-01-21,https://openstates.org/la/bills/2026/SB5/,kids-chatbots,,
os-27b75176-2081-4e2c-ba32-c124e66dbb70,bill,Hawaii,HB 1787,RELATING TO HEALTH CARE.,pending,2026-01-21,https://openstates.org/hi/bills/2026/HB1787/,bias,,
os-07755782-999a-4947-97a2-b33bb60b53bb,bill,Hawaii,HB 1782,RELATING TO ARTIFICIAL INTELLIGENCE FOR THE PROTECTION OF MINORS.,pending,2026-01-21,https://openstates.org/hi/bills/2026/HB1782/,kids-chatbots,,
os-6f497a82-2bc7-4a46-ba56-d6c0de9a49bf,bill,Kentucky,HB 455,AN ACT relating to artificial intelligence and declaring an emergency.,pending,2026-01-21,https://openstates.org/ky/bills/2026RS/HB455/,,,Kentucky licensing boards for therapy and psychotherapy professionals
os-5398e280-4240-4948-b266-4c2f3e59f73f,bill,California,SB 903,Mental health professionals: artificial intelligence.,pending,2026-01-21,https://openstates.org/ca/bills/20252026/SB903/,kids-chatbots,labeling-mandates; mandatory-reporting,
os-308dc9d9-5825-414c-b04e-be2c7ec5b598,bill,Nebraska,LB 1131,Adopt the Domestic Violence and Human Trafficking Service Providers Tax Credit Act and eliminate personal property tax and sales and use tax exemptions relating to data centers,failed,2026-01-20,https://openstates.org/ne/bills/109/LB1131/,,,
os-2032f28e-b5fd-40b2-8cd2-b51f18dce144,bill,Washington,SB 6231,Removing a tax exemption for the replacement of equipment for data centers.,passed,2026-01-20,https://openstates.org/wa/bills/2025-2026/SB6231/,,,
os-b64a96da-0667-49b9-93c6-e0bc1f0d2fa3,bill,Pennsylvania,HB 2150,An Act providing for annual reporting of energy consumption and water consumption by data centers; and imposing a penalty.,pending,2026-01-20,https://openstates.org/pa/bills/2025-2026/HB2150/,,mandatory-reporting,
os-9e97e451-422c-4985-9929-6588d11c0159,bill,California,AB 1609,Customer service chatbots.,pending,2026-01-20,https://openstates.org/ca/bills/20252026/AB1609/,,,California public prosecutors
os-78975223-d252-4ae7-a726-aab66433175c,bill,Alabama,HB 291,"Crimes and offenses; crime of distribution of materially deceptive media established, permanent injunctive relief authorized",pending,2026-01-20,https://openstates.org/al/bills/2026rs/HB291/,,,
os-9819cd8c-90aa-47a5-87c5-ccddc685b389,bill,Arizona,HB 2737,chatbot regulations; personal data; requirements,pending,2026-01-20,https://openstates.org/az/bills/57th-2nd-regular/HB2737/,,,
us-119-hr-7151,bill,Congress,H.R. 7151,Artificial Intelligence Public Awareness and Education Campaign Act,pending,2026-01-20,https://www.congress.gov/bill/119th-congress/house-bill/7151,,,
os-a89ea35d-a1d9-485c-b78b-f2ef49edb364,resolution,West Virginia,HCR 4,"Requesting the Joint Committee on Technology & Infrastructure to establish a Genesis Working Group to coordinate statewide planning for artificial intelligence, high-performance computing, digital infrastructure, and energy-based economic development",pending,2026-01-20,https://openstates.org/wv/bills/2026/HCR4/,,new-agency-powers,West Virginia Joint Committee on Technology & Infrastructure
os-9649139c-5eae-4b58-8945-8fc1a3031c76,bill,Hawaii,HB 1676,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-20,https://openstates.org/hi/bills/2026/HB1676/,,new-agency-powers,
os-bdfc6a8e-0338-45bd-87f3-180f5e82463b,bill,Mississippi,HB 1723,Artificial intelligence; define.,passed,2026-01-19,https://openstates.org/ms/bills/2026/HB1723/,,,
os-365ba26e-d837-4d4d-9299-e5efd6a29dbd,bill,Mississippi,HB 1720,Artificial intelligence; prohibit use in provision of professional mental and behaioral health care.,failed,2026-01-19,https://openstates.org/ms/bills/2026/HB1720/,,,
os-7c860c96-f338-484e-9b3b-518348a11ad4,bill,Mississippi,SB 2429,Artificial Intelligence in Education Task Force Act; enact.,failed,2026-01-19,https://openstates.org/ms/bills/2026/SB2429/,,,Mississippi Artificial Intelligence in Education Task Force
os-3383e167-7af2-402f-adbe-c88d68464759,bill,Mississippi,HB 1504,"Mississippians' Right to Name, Likeness and Voice Act; enact.",failed,2026-01-19,https://openstates.org/ms/bills/2026/HB1504/,,,
os-205e3b9e-76ed-491c-97c7-bed10a6dcca7,bill,West Virginia,HB 4496,To force any media/internet creator providing artificial intelligence created videos to have an identifying marker that allows viewers to know that the video is not real.,pending,2026-01-19,https://openstates.org/wv/bills/2026/HB4496/,deepfakes,labeling-mandates,
os-dae8249f-3905-46b9-af20-efb6ad95a731,bill,Mississippi,SB 2354,Artificial Intelligence Fraud and Accountability Act; enact.,failed,2026-01-19,https://openstates.org/ms/bills/2026/SB2354/,,,
os-8f974a69-8e38-46aa-9717-bf6790412215,bill,Nebraska,LB 1111,"Require an annual data center load report to the Nebraska Power Review Board, provide powers and duties for public power suppliers, allow and require regulation of data centers, and change provisions relating to regulation of cryptocurrency mining operations",failed,2026-01-16,https://openstates.org/ne/bills/109/LB1111/,,data-center-limits; mandatory-reporting,Nebraska Power Review Board
os-a2ed69e5-a052-4553-83f7-a3922a9bcd90,bill,Georgia,HB 1012,Local government; construction or development of  new data centers for a specified time; prohibit,pending,2026-01-16,https://openstates.org/ga/bills/2025_26/HB1012/,,data-center-limits,
os-9995eeaa-6afb-4841-be31-1424bd22e264,bill,Mississippi,HB 840,Criminal offenses; enhance penalties for certain if artificial intelligence was used in the commission of.,failed,2026-01-16,https://openstates.org/ms/bills/2026/HB840/,,,
os-61e3889b-3a70-47d2-9d12-d077599f9f3f,bill,Mississippi,HB 1048,Artifical intelligence; prohibit use of in professional mental and behavioral health care.,failed,2026-01-16,https://openstates.org/ms/bills/2026/HB1048/,,,
os-2299c4bb-e219-4109-aa94-4cec63d8749b,bill,Florida,SPB 7030,Public Records/Investigations by the Department of Legal Affairs,pending,2026-01-16,https://openstates.org/fl/bills/2026/SPB7030/,,mandatory-reporting,
os-fbccfd4c-240d-4e07-b5c9-d8694fabc2f7,bill,New York,S 8928,Enacts the artificial intelligence workforce impact transparency act,pending,2026-01-16,https://openstates.org/ny/bills/2025-2026/S8928/,job-loss,mandatory-reporting,
os-786d2aa9-1981-43a3-811d-8a8ca5fb03fc,bill,Vermont,H 714,An act relating to automated employment decision making and State employees,pending,2026-01-16,https://openstates.org/vt/bills/2025-2026/H714/,,,
os-b102810e-2054-41d6-bb15-5e54e54712c6,bill,Florida,SB 7030,Public Records/Investigations by the Department of Legal Affairs,failed,2026-01-16,https://openstates.org/fl/bills/2026/SB7030/,kids-chatbots,,Florida Department of Legal Affairs
us-119-hres-1007,bill,Congress,H.Res. 1007,Expressing the sense of the House of Representatives with respect to the use of artificial intelligence in the financial services and housing industries.,pending,2026-01-16,https://www.congress.gov/bill/119th-congress/house-resolution/1007,,,
os-3d0d7fa7-831c-47f7-b7a9-315ea60d3654,bill,Georgia,SB 410,State Sales and Use Taxes; the data center equipment sales and use tax exemption; repeal,pending,2026-01-15,https://openstates.org/ga/bills/2025_26/SB410/,,,
os-52954c7f-6f97-4e39-bb11-883d85f201c5,bill,Iowa,HF 2082,"A bill for an act relating to restrictions on the use of artificial intelligence, and creating a civil cause of action.",pending,2026-01-15,https://openstates.org/ia/bills/2025-2026/HF2082/,,,
